text,word_count,focus_word,predictability,field,category
"Other studies rely instead on projections of key agro-meteorological or agro-climate indices, such as growing season length, plant heat stress, or start of field operations, identified by land management stakeholders and that provide useful information on mechanisms driving climate change impact on agriculture.",43,climate,1.25,geography,very_long
"Development Development geography is the study of the Earth's geography with reference to the standard of living and the quality of life of its human inhabitants, study of the location, distribution and spatial organization of economic activities, across the Earth.",40,geography,0.9,geography,very_long
"Just as a relational database containing text or numbers can relate many different tables using common key index variables, GIS can relate otherwise unrelated information by using location as the key index variable.",33,GIS,0.8,geography,long
"In 1492, Martin Behaim, a German cartographer, made the oldest extant globe of the Earth.",15,cartographer,0.7,geography,short
"Features of deeper mantle dynamics such as plumes and delamination of the lower lithosphere have also been hypothesised to play important roles in the long term (> million year), large scale (thousands of km) evolution of the Earth's topography (see dynamic topography).",42,topography,1.15,geography,very_long
"This function may weigh some inputs more than others through use of an ""index model"" that reflects the influence of various factors upon a geographic phenomenon.",26,geographic,0.8,geography,medium
"In 1854, John Snow, an epidemiologist and physician, was able to determine the source of a cholera outbreak in London through the use of spatial analysis.",26,cholera,0.6,geography,medium
This key characteristic of GIS has begun to open new avenues of scientific inquiry into behaviors and patterns of real-world information that previously had not been systematically correlated.,28,information,1.05,geography,medium
"In the present era, one of the most widespread and advanced methods used to form topographic maps is to use computer software to generate digital elevation models which show shaded relief.",31,topographic,1.25,geography,long
"Each of these elements have their own design considerations, as does their integration, which largely follows the principles of Graphic design.",21,design,0.9,geography,medium
The most commonly mapped places during the Renaissance were the Holy Land and other religious places.,16,Holy,1.25,geography,short
Political leaders could lay claim on territories through the use of maps and this was greatly aided by the religious and colonial expansion of Europe.,25,maps,0.9,geography,medium
"Once dry, it is usually placed in another press to flatten the paper.",13,paper,0.8,geography,short
